oid,tp,slope_at_tp,L50,M_Ni,E_exp,nobs,tobs
ZTF20actawpa,75.76166664995253,-7.676970906953321e+40,2.82636278872756e+42,0.1347195712913418,8.972756784237582e+50,44,166.71680549997836
ZTF20acqexmr,62.78823495004326,-8.33126081511721e+39,6.819912578801578e+41,0.09832055783213929,3.121619304692761e+49,26,93.76581020001322
ZTF20acpevli,94.87743055005558,-4.455377246809723e+41,1.4282113006559966e+44,0.4829199679505427,4.584128932065164e+54,39,95.83084490010515
ZTF18abaeqpf,65.77628470002674,5.255316798403165e+40,6.207248814467268e+42,0.42496781910427794,2.6229540297802845e+51,16,101.74446760024875
ZTF20aclvtnk,96.86728584999219,6.812111668118562e+41,-1.2211691502281398e+42,0.04834971272330487,,17,105.33663190016523
ZTF20acjbhhp,66.84122105012648,-2.7714797411136935e+41,4.241910944355811e+42,0.4149165109512914,1.2054272065503415e+51,21,67.853171300143
ZTF20achusux,117.76469329977408,-1.4520731537348555e+41,7.041953768158055e+42,0.11443794685010349,1.6785639719201854e+52,39,118.8037846996449
ZTF20achuhlt,61.91145839984529,-5.556099032287508e+41,1.2046285229882496e+42,2.7181437359710054,4.061341464616476e+49,22,74.88357640011236
ZTF20achmmex,64.81550345011055,-4.831309609908319e+40,1.0029287290267671e+42,0.13267511847698504,7.023727213645909e+49,7,92.77399299992248
ZTF20achbejn,62.85101269977167,-2.9672599660024956e+40,1.7104089176877908e+42,0.2123129267563461,1.8172566711049894e+50,19,91.83553239982575
ZTF20acgided,96.92487850040197,-3.1995723420285145e+40,8.766309771723701e+47,0.08363486077610718,1.0728480087559434e+63,34,97.92604170041159
ZTF20acfkzcg,84.93769099982455,-4.254229993498113e+42,9.719525126141427e+41,0.1347528107889848,1.150641436706236e+50,74,112.89179399982095
ZTF20acfkyll,110.89589115022682,6.652607050229949e+37,1.449140712672409e+42,0.266174590166793,3.916850980320112e+50,34,111.96189810009673
ZTF20acfdmex,98.7290162499994,-3.01919156549861e+41,8.99298246331701e+41,0.1524844853667837,1.2884458179120287e+50,89,111.72604169975966
ZTF20accdijx,103.73588540032506,-2.206635149899844e+40,1.771947006110227e+42,0.1610473258979887,6.0399418595045384e+50,28,105.74559030029923
ZTF20abxkwbi,75.98234954988584,-1.3950088245831288e+43,-1.538672201402322e+42,0.08415601405724944,,30,84.00568290008232
ZTF20abyzprl,94.35534140025266,-8.9302545328361e+40,4.647495409662475e+42,0.45946687180195894,2.930838587102231e+51,44,118.78687500022352
ZTF20abykfsr,74.77190970000811,-4.583378545544269e+40,1.2761284131320497e+42,0.10675046041987478,1.6885142864164737e+50,29,75.79324069991708
ZTF20abjuxoy,94.79428239981644,-2.9946598796117593e+40,1.0147807256187269e+42,0.13894715738326013,1.5744941873481802e+50,42,109.74824080010876
ZTF20abjonjs,86.3592940501403,-2.705488119212095e+40,7.028722147637732e+41,0.08103153965993552,6.846830913948741e+49,40,109.87297460017726
ZTF20abjatqy,102.4229282499291,-5.308610769011033e+39,1.8835955144126968e+42,0.2690038211206579,5.80873576806009e+50,24,113.90881949989125
ZTF20abjaapj,87.81555559998378,-8.805021196812922e+41,1.6640490604853637e+42,0.17816486663128472,3.6211171019395277e+50,57,102.80278939986601
ZTF20abgoocl,66.90486684977077,1.7365931447772462e+43,9.792059985509709e+42,150.66687372317404,1.3982492266290918e+51,20,77.88417819980532
ZTF20abgtvhl,62.98898149980232,6.04410320628953e+42,-1.218919686765683e+42,0.08841281485696756,,39,64.96377319982275
ZTF20abfcdkj,65.07380785001442,4.963354842137573e+40,2.5315237240853536e+42,0.7965513415978421,3.13297616150017e+50,25,77.0533795999363
ZTF20abbpkpa,61.364670200040564,-8.842676989296357e+39,9.111673475100576e+41,0.08943366316147189,5.692904785131393e+49,21,80.77797459997237
ZTF20aaynrrh,131.61407979973592,-1.1470076820663194e+39,4.6183034344973115e+42,0.9575726831332687,4.7210810904516835e+51,32,334.0589582999237
ZTF20aavptjf,60.48560185008682,-1.2733829251223872e+40,1.6015187270222214e+42,0.16745637689344914,1.5562402869077246e+50,14,61.98138889996335
ZTF20aauqhka,88.90987850003876,-5.689138350023505e+40,3.88744398391191e+42,0.5949493651618142,1.6405847304331037e+51,23,90.93162039993331
ZTF20aauompx,78.41480325022712,-6.26790054046515e+39,7.257201129002363e+41,0.05837328149270605,6.570199270327777e+49,10,81.89188660029322
ZTF20aattoch,62.26960069988854,-2.349662970699269e+40,1.020240823789913e+42,0.06255229762215717,8.271353162674716e+49,20,75.73090279987082
ZTF20aaqepvb,73.83239004993811,-1.1568763150605176e+40,3.848935996623872e+41,0.03014658752709592,1.7849639168518227e+49,11,76.85063660005108
ZTF20aasjzhg,137.84814814990386,-1.203239982973661e+41,1.7678151349644776e+44,0.20257048028536362,2.0190188903904612e+55,32,229.2838888997212
ZTF20aasfhia,73.69618629990146,-3.162919280763152e+44,1.4772659442270093e+42,0.18315931370696642,1.928557802910018e+50,13,73.69642359996215
ZTF20aasijew,67.78847224987112,-4.370209676150893e+39,7.833447860917124e+41,0.16817843834567936,4.245629949539601e+49,13,79.80795140005648
ZTF20aapycrh,87.85028939996846,6.216662443808307e+39,3.679760852197699e+41,0.26154705171335413,1.2730151184291036e+49,25,90.85226859990507
ZTF20aapchqy,124.28688655002043,-3.7994609847161057e+39,6.8710841027837905e+40,0.02346228694461115,1.4049791941537783e+48,67,124.77700230013579
ZTF20aamttiw,87.97307289997116,-9.345462415220284e+39,2.2258667380528248e+42,0.1644493110360513,6.943438150880139e+50,22,130.8710763999261
ZTF19aawmcjt,114.66223380016163,-1.785178614299446e+45,7.398966436476862e+48,1275394.8806787815,1.450931723467935e+63,45,2454.323055600282
ZTF20aaifzfk,89.85192705015652,-9.326538768208237e+41,2.8193167582016984e+42,0.1436620768202815,1.2522153529506379e+51,18,96.89491900010034
ZTF20aahqbsr,94.40110534988344,-3.7736665965291144e+40,8.063595298087706e+41,0.08641854169140065,1.0880549493494364e+50,22,100.82403939962387
ZTF20aagnbes,106.39374425006099,-7.85700491520793e+40,1.1067944917738176e+42,0.13569896978218757,2.43117381180594e+50,49,106.89506949996576
ZTF20aafckit,63.98560765013099,2.152155840350929e+43,1.887111343147847e+42,0.16627079066916936,2.495184713436684e+50,29,74.9774306002073
ZTF19adaxzax,106.62589695025235,-7.539695618877106e+41,2.695491611313993e+43,45.921179805744565,4.548913106085841e+52,12,233.30651620030403
ZTF19aczlldp,61.02333904989064,7.281172591630122e+38,2.5959759284906417e+42,0.4021516385710868,3.5007470552355703e+50,14,76.98630779981613
ZTF19acytcsg,63.820989600149915,6.805465934369812e+40,2.1867199506629494e+42,0.217518835436525,3.159041633033997e+50,45,98.76192130008712
ZTF19acxowrr,78.74275464983657,-3.988355153136679e+43,-6.907094977480754e+41,0.8622931898731707,,64,84.70983800012618
ZTF19acanzwg,61.83431135001592,-2.4625875461550045e+41,2.063215485292137e+43,0.2981486657141764,3.3593984445697436e+52,36,119.73777779983357
ZTF19acszmgx,91.15888890018687,-5.588593129339597e+40,2.5743285914431048e+42,0.21080843174705943,9.535804812986893e+50,12,92.6649653003551
ZTF19acryurj,76.93672455009073,-4.750576302627795e+40,2.0434037391061145e+42,0.11768092419511225,4.794558688547255e+50,21,80.91504630027339
ZTF19acrcxri,76.45459490036592,-6.218897824840398e+40,4.83302621604699e+43,0.27671709349438317,3.3275881537859304e+53,16,77.94295140029863
ZTF19acmwfli,71.9515219500754,-2.3298564704423484e+40,1.6628665073135764e+42,0.05637995387016214,3.2897080140526486e+50,9,77.91752310004085
ZTF19aclobbu,113.28769674990326,-2.9712696234615664e+40,6.693326555868639e+41,0.06480613586231747,1.157504411905641e+50,74,115.77807869995013
ZTF19aceckmm,74.4773437003605,-3.7680277037102306e+40,5.878069187582457e+41,0.13002383458438457,2.9977281634600304e+49,7,127.7673495002091
ZTF19acewuwn,88.42666090000421,-3.651509804607847e+38,1.0057110254645725e+42,0.13928447468060304,1.3345204217276945e+50,22,89.91387729998678
ZTF19acctlps,84.92369209975004,-2.587235276208161e+40,2.070551826109851e+42,0.18508664991857687,5.341795881707204e+50,5,98.42226849962026
ZTF19acbrzzr,74.27005205000751,1.7487648595216478e+40,1.5248392531632684e+42,0.23780780529011641,1.9502643600540796e+50,10,75.77008099993691
ZTF19abzrdup,67.47719910019077,2.3232823449370427e+43,1.58686288766937e+43,-155.48984681728308,,28,154.78997689997777
ZTF19abxvtmn,72.02880210033618,4.5303793640438096e+42,3.6146609702112596e+42,0.6636892740226135,8.76242762686478e+50,32,72.03548610024154
ZTF19abwsagv,65.83714120020159,1.3776884559054428e+40,2.654315916121188e+42,0.46491447775525185,4.132458834596897e+50,16,70.87811340019107
ZTF19abxnycf,62.88722794968635,-1.871770957114743e+40,1.0816019817913611e+43,2.194372858210501,4.9705460616693615e+51,13,70.89913189969957
ZTF19abuzinv,100.18903929996304,-1.8030007349515447e+42,6.833169705332845e+41,0.049361771429476314,1.0100297308082823e+50,47,145.674305499997
ZTF19abqyoxt,62.458981449948624,-2.749610084564779e+39,7.815405245367147e+41,0.42221931666926077,2.7510475050638886e+49,23,106.73435179982334
ZTF19abukakm,64.38006944977678,-1.5145824193805607e+41,5.1541143346136446e+42,0.4508244229299571,1.6545659278292662e+51,16,87.85861109988764
ZTF19abudjie,62.376388899981976,-1.43609183258998e+42,7.252157501330523e+41,0.17004523380450623,3.0137890699126415e+49,26,125.63229169975966
ZTF19abrlvij,60.3757812497206,1.902114713556566e+41,1.3310704261328726e+42,0.4062315170387656,8.130387560258719e+49,33,62.874953699763864
ZTF19abjsmmv,63.907320600003004,-4.4253677038684336e+45,1.1416613545672458e+44,0.6870498887147943,1.1236724399076531e+54,24,83.89258099999279
ZTF19abkfxfb,65.45673614996485,-2.9521471755925257e+40,1.540185950767991e+42,0.14347398932142216,1.7626707262858784e+50,16,68.9543171999976
ZTF19abkfmjp,68.3442419001367,4.840063521760589e+42,-7.794207596595183e+42,10.266603456648404,,13,70.81263890024275
ZTF19abgiwkt,98.39907984994352,-1.3087448054154051e+41,4.8528607503490654e+41,0.42298926223901534,2.5556147212481096e+49,40,157.77978010009974
ZTF19abdkgwo,123.83644100022502,-4.852170244610861e+46,1.6876299941164946e+43,8944.00015123493,5.198867303834021e+51,111,212.66423610039055
ZTF19abbxykm,83.21813075034879,-1.1940062847492928e+43,9.037476889572045e+42,16.526938932371333,3.44882575966705e+51,41,102.85776620032266
ZTF19abcejsg,92.39303239970468,9.911036891327546e+40,-1.5954693860849756e+43,4438578695.385116,,24,138.7463773000054
ZTF19aazfvhh,102.21579284989275,-1.3768107480273067e+40,1.1192849641922205e+42,0.12727682053228648,2.3318300305663076e+50,20,104.71460649976507
ZTF19aawlgne,61.84849535021931,-5.119705178483332e+40,2.5008734730413784e+42,239457.67677511467,8.027608593249109e+48,162,2353.6246179998852
ZTF19aawgxdn,69.4645254497882,-3.324218012949504e+41,4.572261799305428e+42,0.19944193945085137,1.8842544474288602e+51,54,108.91780090006068
ZTF19aavbjfp,60.977343749953434,-2.5916657567069215e+42,1.892570352586608e+43,0.37424397687741723,2.5433829413908783e+52,38,74.97035879967734
ZTF19aauxxgk,83.42977435025387,-5.688707083221185e+40,2.195969316064929e+42,0.08670618723655489,7.2217350788779e+50,33,96.82454860024154
ZTF19aauishy,63.88997685024515,6.627736784438469e+39,7.46659786780782e+41,0.11818396124854672,3.735176605612135e+49,18,79.9016204001382
ZTF19aatlqdf,62.7731654997915,6.611262590236785e+41,7.942714809731634e+42,6.208944785201778,1.9064870437153297e+51,17,85.77890049992129
ZTF19aarykkb,81.2640509000048,-2.2042416308053035e+40,1.8829357899234203e+42,0.12531331851832436,4.431034660125268e+50,6,85.77754630008712
ZTF19aapafqd,112.30243055010214,-3.7723384936756095e+40,3.0479029023908894e+42,0.42511214088079363,1.7418757145471672e+51,27,116.78077539987862
ZTF19aaqxosb,70.42776619992219,-1.5713960316342024e+40,7.27628892563875e+41,0.06932039197510804,5.030069466379739e+49,21,93.91650460008532
ZTF19aapbfot,62.84064819966443,-2.831231253062441e+40,1.0711120681463899e+42,0.08300215330322548,8.646922836174419e+49,16,82.83215279970318
ZTF19aanovps,61.45098954997957,-4.108040059518318e+40,2.671589973481903e+42,0.22148677319226123,4.4649648845991714e+50,18,94.8746759002097
ZTF19aanqzle,76.5068808500655,1.2056725329052794e+41,-2.3087637954090463e+42,0.3648448700613752,,19,82.03743060026318
ZTF19aamtwiz,75.41330444975756,-2.5400579000791934e+40,2.1716302920100066e+42,0.19296755679946195,4.562723987600495e+50,15,79.88328709965572
ZTF19aaniore,93.72885999968275,-2.798721265350009e+40,1.4923813504584023e+42,0.14800845217916342,3.459399810253635e+50,29,114.69871529983357
ZTF19aaloqmd,87.41524304985069,1.9898003788462438e+39,1.8401811683695902e+42,0.2296617634486505,4.146431228972835e+50,15,88.9104398000054
ZTF19aakzash,70.4059838000685,7.382856781726231e+40,1.3079142425533106e+42,0.5827818934810731,9.759379128540926e+49,13,73.87568290019408
ZTF19aaeuhgo,122.83788194996305,-4.342129740114972e+41,9.255815044552176e+42,1.5454420505724065,1.5911745474817987e+52,60,223.71633110009134
ZTF19aakiyed,64.84064810024574,1.4579040724064974e+41,6.286432635387203e+42,0.2958171490059533,2.89506706737772e+51,16,69.7324768002145
ZTF19aailvhf,60.878177099861205,-1.9232607935078625e+40,1.0537933875237973e+42,0.08321739299233896,7.807789326039434e+49,7,63.877453699707985
ZTF19aadypig,76.34218745003454,-7.312853079060306e+44,6.752217729106836e+43,0.27704852447872486,6.8013651388805045e+53,10,77.84640040015802
ZTF18abtjmns,148.77023725025356,1.8706315456434574e+39,1.093769831942201e+42,0.407608228490228,3.5113649419864107e+50,82,1955.8413541000336
ZTF18acvwdkk,68.38879625010304,5.0398412048414835e+41,-8.968769026064335e+41,1.6756217058586835,,12,75.86989580001682
ZTF18abvejqt,109.78133100015111,4.468274460827724e+41,1.7395336226250737e+42,8.773594886039236,2.1335610202023464e+50,8,111.79190970025957
ZTF18acefuhk,63.49491894990206,1.383743429163647e+43,4.520854340118442e+43,1.1343334564267462,1.3170839285030592e+53,27,65.00883099995553
ZTF18abufaej,61.87895249994472,-9.465104638275174e+40,3.082647849450715e+42,0.39579515921076874,5.236404066848717e+50,8,67.89016199996695
ZTF18acqwdla,63.22103009978309,-5.913835654700873e+40,3.921226962404504e+42,0.36674680912722124,9.381005171858408e+50,11,90.75056710001081
ZTF18accmkud,60.389855349902064,-3.3004614688214325e+40,2.0287681515830717e+42,0.19475627838433146,2.4710033033304176e+50,11,62.88327550003305
ZTF18abvfecb,60.398153899936005,1.461416855374349e+44,2.441169574908676e+43,248.4235260454744,6.982756756057504e+51,13,65.81078699976206
ZTF18absldfl,71.34781829966232,-8.0767339929794875e+40,2.2736562813606567e+42,0.1800737391806384,4.57233272205645e+50,14,72.83736109966412
ZTF18abokyfk,72.32709485013038,-1.412583767783973e+40,1.0046399677320832e+42,0.10009305250055979,9.594089913312374e+49,16,82.81334490003064
ZTF18aaqkdwf,79.18901040009223,-7.202776832539071e+45,3.321007191283947e+47,197910.1437368568,1.4347784612815111e+60,4,179.27248839987442
ZTF18aavqdyq,93.33827550010756,-2.546222392866104e+40,8.676164001209651e+41,0.06848114645923062,1.3272817140369092e+50,28,109.74920139973983
ZTF18abaelhi,85.30024305009283,6.3428916616831555e+56,2.0848178564390603e+56,-3548675233831272.5,,141,2557.9443402001634
ZTF18aawyjjq,91.27709485008381,-5.4354155319089956e+42,-4.336158740424242e+43,0.15671820119337512,,28,105.7915277001448
ZTF18aabssth,149.24227435002103,-4.817741333966524e+39,5.597806337900716e+41,0.10595110663121049,1.2227022775764204e+50,122,2659.7620717999525
ZTF18aaayemw,137.71351275010966,-5.462725326977106e+39,2.6260639194104156e+42,0.9640724886983711,1.5406962833377048e+51,326,2650.662141200155
